고유번호,순번,주주,관계,지분율
01817920,0,개인,최대주주 본인,35.41
01817920,1,개인,등기임원,10.58
01817920,2,개인,,45.99
01817920,3,개인,,
00100939,0,개인,최대주주 본인,23.95
00100939,1,개인,〃,0.02
00100939,2,(주)강남,계열회사,1.46
00100939,3,개인,최대주주의 6촌 이내 혈족,19.24
00100939,4,개인,〃,0.0
00100939,5,개인,〃,4.44
00100939,6,개인,최대주주의 4촌 이내 인척,0.16
00100939,7,개인,〃,0.31
00100939,8,개인,〃,0.57
00100939,9,개인,〃,0.26
00100939,10,개인,〃,0.23
00100939,11,개인,,50.64
00100939,12,개인,,0.0
00135777,0,개인,특수관계자,16.41
00135777,1,개인,특수관계자,8.62
00135777,2,개인,특수관계자,8.02
00135777,3,개인,특수관계자,7.08
00135777,4,개인,특수관계자,0.56
00135777,5,신대한판지(주),최대주주,18.91
00135777,6,안촌인베스트먼트(주),계열회사,0.18
00135777,7,개인,,59.78
00135777,8,개인,,
00229021,0,에스넷시스템(주),본인,19.09
00229021,1,개인,대표이사,2.62
00229021,2,개인,상근감사,0.02
00229021,3,개인,,21.73
00229021,4,개인,,
00146296,0,(재)세계평화통일가정연합유지재단,"최대
주주",41.32
00146296,1,개인,,41.32
00146296,2,개인,,
00562360,0,오성첨단소재㈜,최대주주 본인,27.98
00562360,1,개인,계열사 임원,0.0
00562360,2,개인,계열사 임원,0.04
00562360,3,개인,,29.02
00562360,4,개인,,
01219155,0,아시아홀딩컴퍼니㈜(*1),최대주주,24.13
01219155,1,아시아개발(유)(*1),특수관계인,20.75
01219155,2,개인,,
01219155,3,개인,,44.88
01326279,0,개인,"최대주주
본인",21.54
01326279,1,개인,"최대주주의
특수관계인",0.01
01326279,2,개인,회사의 임원,0.17
01326279,3,개인,회사의 임원,0.13
01326279,4,개인,회사의 임원,0.13
01326279,5,개인,"최대주주의
특수관계인",0.02
01326279,6,개인,"최대주주의
특수관계인",0.02
01326279,7,개인,"최대주주의
특수관계인",0.16
01326279,8,개인,"최대주주의
특수관계인",0.22
01326279,9,개인,"최대주주의
특수관계인",0.5
01326279,10,개인,"최대주주의
특수관계인",0.21
01326279,11,개인,"최대주주의
특수관계인",0.23
01326279,12,개인,"최대주주의
특수관계인",0.04
01326279,13,개인,"최대주주의
특수관계인",0.2
01326279,14,개인,"최대주주의
특수관계인",0.19
01326279,15,개인,,23.76
01326279,16,개인,,
01534577,0,개인,최대주주 본인,39.7
01534577,1,개인,등기임원,5.98
01534577,2,개인,,45.68
01534577,3,개인,,
00114154,0,개인,본인,20.04
00114154,1,개인,친인척,12.95
00114154,2,개인,친인척,1.4
00114154,3,개인,친인척,0.45
00114154,4,개인,친인척,1.93
00114154,5,개인,기타,5.68
00114154,6,개인,자,0.7
00114154,7,개인,임원,0.0
00114154,8,개인,,43.15
00114154,9,개인,,
00390408,0,(주)휴먼웰니스,최대주주,12.97
00390408,1,개인,최대주주의 특수관계인,1.36
00390408,2,개인,,14.33
00390408,3,개인,,
01141599,0,㈜차바이오텍,본인,38.3
01141599,1,㈜차메디텍,특수관계인,0.72
01141599,2,개인,특수관계인,0.01
01141599,3,개인,특수관계인,0.31
01141599,4,개인,,39.34
01141599,5,개인,,
00154426,0,(주)케이에이치미디어,최대주주 본인,33.18
00154426,1,케이에이치필룩스(주),계열회사,13.17
00154426,2,개인,,46.35
00154426,3,개인,,
00137207,0,(주)제이에이치사람들,본인,20.54
00137207,1,개인,특별관계인,0.04
00137207,2,개인,,20.58
00137207,3,개인,,
00109268,0,개인,본인,20.09
00109268,1,개인,배우자,10.0
00109268,2,개인,녀,4.68
00109268,3,개인,녀,3.33
00109268,4,개인,,38.1
00109268,5,개인,,
00426086,0,티케이지태광(주),최대주주 본인,39.95
00426086,1,개인,최대주주의 특수관계인,2.63
00426086,2,개인,최대주주의 특수관계인,0.83
00426086,3,개인,,43.42
00426086,4,개인,,
00303703,0,개인,본인,21.2
00303703,1,개인,특수관계인,0.23
00303703,2,개인,//,5.57
00303703,3,개인,//,1.76
00303703,4,개인,,28.76
00303703,5,개인,,
00336817,0,에이치엘비생명과학㈜,최대주주,16.15
00336817,1,개인,특수관계인,2.4
00336817,2,개인,특수관계인,1.72
00336817,3,개인,특수관계인,0.32
00336817,4,개인,특수관계인,0.32
00336817,5,개인,미등기임원,0.03
00336817,6,개인,,20.94
00336817,7,개인,,
00899459,0,(주)바텍이우홀딩스,최대주주 (본인),31.62
00899459,1,개인,관계회사 임원,0.15
00899459,2,(주)바텍,관계회사,28.71
00899459,3,개인,최대주주 대표이사,4.22
00899459,4,개인,임원,0.07
00899459,5,개인,관계회사 임원,0.01
00899459,6,개인,대표이사,0.01
00899459,7,개인,관계회사 임원,0.01
00899459,8,개인,임원,0.16
00899459,9,개인,관계회사 임원,0.09
00899459,10,개인,,65.07
00899459,11,개인,,
00522007,0,개인,본인,21.8
00522007,1,(주)와이즈얼라이언스,최대주주,11.93
00522007,2,개인,배우자,5.96
00522007,3,개인,자,0.22
00522007,4,개인,특수관계인,0.11
00522007,5,개인,특수관계인,0.04
00522007,6,개인,계열회사임원,0.04
00522007,7,개인,특수관계인,0.01
00522007,8,(주)온타이드,계열회사,0.67
00522007,9,개인,,40.12
00522007,10,개인,,0.67
00108649,0,개인,父,1.92
00108649,1,개인,兄,7.79
00108649,2,개인,친족,2.65
00108649,3,개인,친족,7.04
00108649,4,개인,친족,3.39
00108649,5,개인,친족,3.26
00108649,6,개인,본인,9.49
00108649,7,(주)단해,관계사,7.63
00108649,8,개인,친족,7.24
00108649,9,개인,,50.39
00108649,10,개인,,
00287812,0,"농업회사법인 토탈아그로(주)
(구, 토탈노즐(주))",최대주주,21.66
00287812,1,개인,대표이사,15.31
00287812,2,개인,임원,0.1
00287812,3,개인,,37.07
00287812,4,개인,,
00526951,0,(주)신화정공,최대주주 본인,23.29
00526951,1,(주)신화ENG,계열회사,22.18
00526951,2,개인,계열회사 임원,0.0
00526951,3,개인,,45.47
00526951,4,개인,,
01157846,0,개인,최대주주 본인,32.54
01157846,1,개인,최대주주의 배우자,0.0
01157846,2,개인,최대주주 배우자의 자매,0.0
01157846,3,개인,등기임원,5.88
01157846,4,개인,등기임원,2.67
01157846,5,개인,,41.09
01157846,6,개인,,
00149770,0,개인,최대주주,17.09
00149770,1,개인,제,16.88
00149770,2,개인,자,7.86
00149770,3,개인,조카,7.7
00149770,4,개인,자,0.35
00149770,5,개인,,49.88
00149770,6,개인,,
00516246,0,"(주)알에프산업(구,진평전자)",최대주주,28.43
00516246,1,개인,,28.43
00516246,2,개인,,
00116806,0,(주)화신,본인,98.82
00116806,1,개인,,
00116806,2,개인,,
00442631,0,개인,본인,27.97
00442631,1,개인,이사,0.47
00442631,2,에스엠지앤씨(주),특수관계법인,16.13
00442631,3,개인,친인척,7.13
00442631,4,개인,친인척,4.89
00442631,5,개인,친인척,1.61
00442631,6,개인,친인척,0.67
00442631,7,개인,친인척,0.04
00442631,8,개인,친인척,0.4
00442631,9,개인,이사,0.57
00442631,10,개인,이사,1.74
00442631,11,개인,,61.63
00442631,12,개인,,
00197759,0,(주)넥스턴앤롤코리아,최대주주본인,32.31
00197759,1,개인,,32.31
00197759,2,개인,,
00962922,0,(주)휴온스,최대주주,36.67
00962922,1,개인,특수관계인,1.06
00962922,2,개인,특수관계인,2.96
00962922,3,개인,특수관계인,0.03
00962922,4,개인,특수관계인,0.0
00962922,5,개인,,40.72
00962922,6,개인,,
00146232,0,IB Capital Ltd,본인,60.41
00146232,1,개인,임원,0.0
00146232,2,개인,임원,0.0
00146232,3,개인,임원,0.01
00146232,4,개인,,60.42
00146232,5,개인,,
00298377,0,개인,본인,14.8
00298377,1,개인,직계비속,8.07
00298377,2,개인,친인척,0.06
00298377,3,개인,친인척,0.33
00298377,4,개인,,23.26
00298377,5,개인,,
00638487,0,개인,최대주주,19.25
00638487,1,개인,특수관계인,0.16
00638487,2,개인,특수관계인,0.14
00638487,3,개인,특수관계인,0.03
00638487,4,개인,특수관계인,0.02
00638487,5,개인,특수관계인,0.01
00638487,6,개인,,19.6
00638487,7,개인,,
00809429,0,"주식회사
케이피엠테크",본인,64.0
00809429,1,"주식회사
리버스파트너스",특수관계인,7.22
00809429,2,"주식회사
코스인베스트먼트",특수관계인,2.31
00809429,3,"주식회사 에버코어
인베스트먼트홀딩스",특수관계인,2.2
00809429,4,개인,특수관계인,1.69
00809429,5,개인,,77.42
00809429,6,개인,,
00958451,0,한국선재(주),모회사,62.52
00958451,1,개인,대표이사,5.79
00958451,2,(주)금제,관계기업,0.0
00958451,3,개인,대표이사의 제,0.75
00958451,4,개인,대표이사의 자,0.41
00958451,5,개인,,69.47
00958451,6,개인,,
01182408,0,개인,본인,20.57
01182408,1,개인,미등기임원,0.14
01182408,2,개인,임원,0.0
01182408,3,개인,임원,0.0
01182408,4,개인,임원,0.01
01182408,5,개인,친인척,0.17
01182408,6,소프트캠프(주),자기주식,4.05
01182408,7,개인,미등기임원,0.22
01182408,8,개인,미등기임원,0.03
01182408,9,개인,미등기임원,0.03
01182408,10,개인,,25.22
01182408,11,개인,,
01495180,0,개인,최대주주 본인,21.31
01495180,1,개인,6촌 이내의 혈족,0.17
01495180,2,개인,6촌 이내의 혈족,0.1
01495180,3,개인,4촌 이내의 인척,0.34
01495180,4,개인,4촌 이내의 인척,0.34
01495180,5,개인,발행회사의 임원,4.9
01495180,6,개인,발행회사의 임원,0.96
01495180,7,개인,발행회사의 임원,0.11
01495180,8,개인,계열회사의 임원,1.85
01495180,9,개인,계열회사의 임원,0.39
01495180,10,개인,6촌 이내의 혈족,1.16
01495180,11,개인,6촌 이내의 혈족,1.16
01495180,12,개인,6촌 이내의 혈족,0.17
01495180,13,개인,,32.95
01495180,14,개인,,
01294110,0,개인,최대주주 본인,12.04
01294110,1,개인,특수관계인(등기임원),5.21
01294110,2,개인,특수관계인(등기임원),5.21
01294110,3,개인,특수관계인(등기임원),5.21
01294110,4,개인,특수관계인(미등기임원),0.72
01294110,5,개인,특수관계인(미등기임원),0.73
01294110,6,개인,특수관계인(미등기임원),0.58
01294110,7,개인,,29.71
01294110,8,개인,,
01549472,0,개인,최대주주,26.32
01549472,1,개인,임원,0.08
01549472,2,개인,,26.4
01549472,3,개인,,
00169048,0,개인,최대주주 본인,5.81
00169048,1,개인,대표이사,0.01
00169048,2,개인,,5.82
00169048,3,개인,,
01117246,0,개인,본인,3.4
01117246,1,개인,친인척,0.21
01117246,2,개인,특수관계법인의임원,0.0
01117246,3,개인,임원,0.51
01117246,4,(주)코데스,특수관계법인,70.59
01117246,5,(주)파인엠텍,특수관계법인,2.95
01117246,6,개인,배우자,0.43
01117246,7,개인,자,0.43
01117246,8,개인,자,0.8
01117246,9,개인,친인척,0.27
01117246,10,개인,친인척,0.41
01117246,11,개인,친인척,0.21
01117246,12,개인,,80.17
01117246,13,개인,,
00645089,0,엔에이치엔㈜,본인,45.26
00645089,1,개인,계열회사 임원,0.01
00645089,2,개인,,45.27
00645089,3,개인,,45.27
01210190,0,개인,본인,46.52
01210190,1,개인,배우자,0.52
01210190,2,개인,친인척,0.2
01210190,3,개인,임원,0.16
01210190,4,개인,,47.4
01210190,5,개인,,
00983934,0,(주)시공테크,최대 주주(모회사),28.57
00983934,1,개인,"모회사의 최대주주
(실질적 지배주주) 및
발행회사 등기임원",4.17
00983934,2,개인,실질적 지배주주의 자녀,3.52
00983934,3,개인,실질적 지배주주의 배우자,0.81
00983934,4,개인,발행회사 미등기임원,0.0
00983934,5,개인,,37.08
00983934,6,개인,,
01185867,0,개인,최대주주,6.56
01185867,1,개인,공동대표이사,1.67
01185867,2,개인,,8.24
01185867,3,개인,,
00351375,0,(주)에코,최대주주 본인,16.62
00351375,1,개인,특수관계인,1.97
00351375,2,상호수지(주),관계회사,1.69
00351375,3,개인,특수관계인,1.48
00351375,4,개인,특수관계인,0.89
00351375,5,개인,특수관계인,0.81
00351375,6,개인,특수관계인,0.64
00351375,7,개인,,24.1
00351375,8,개인,,
00791209,0,(주)메타랩스,최대주주,37.28
00791209,1,개인,,37.28
00791209,2,개인,,
00627029,0,(주)대한그린에너지,본인,30.92
00627029,1,개인,,30.92
00627029,2,개인,,0.0
01084294,0,개인,본인,11.1
01084294,1,개인,임원,6.4
01084294,2,개인,임원,6.2
01084294,3,개인,임원,0.5
01084294,4,개인,임원,0.3
01084294,5,개인,임원,0.1
01084294,6,개인,임원,0.1
01084294,7,개인,임원,0.1
01084294,8,개인,최대주주의자녀,0.2
01084294,9,개인,,24.9
01084294,10,개인,,
00521433,0,개인,최대주주,46.87
00521433,1,개인,대주주,27.57
00521433,2,개인,妹 (매)여동생,10.0
00521433,3,개인,妹 (매)여동생,6.8
00521433,4,개인,姉 (자)누이,2.5
00521433,5,개인,,93.73
00521433,6,개인,,
00580065,0,개인,최대주주,34.79
00580065,1,개인,배우자,0.12
00580065,2,개인,등기이사,0.17
00580065,3,개인,,35.07
00580065,4,개인,,
00231044,0,개인,대표이사,2.62
00231044,1,개인,등기임원,1.76
00231044,2,개인,등기임원,2.29
00231044,3,개인,미등기임원,2.19
00231044,4,개인,,8.86
00231044,5,개인,,
00163673,0,개인,본   인,46.5
00163673,1,개인,친인척,1.53
00163673,2,개인,친인척,0.93
00163673,3,개인,기   타,1.52
00163673,4,개인,,50.48
00163673,5,개인,,0.0
00624998,0,솔브레인홀딩스(주),최대주주 본인,34.55
00624998,1,개인,,34.55
00624998,2,개인,,
00123772,0,개인,본인,12.22
00123772,1,"학교법인
명지학원",법인,0.06
00123772,2,개인,본인,6.63
00123772,3,개인,친인척,11.79
00123772,4,개인,친인척,4.71
00123772,5,개인,친인척,2.39
00123772,6,개인,친인척,1.28
00123772,7,개인,친인척,1.44
00123772,8,개인,친인척,1.17
00123772,9,개인,친인척,0.57
00123772,10,개인,,30.93
00123772,11,개인,,11.33
00128607,0,지엘앤코㈜,본인,31.64
00128607,1,참좋은여행㈜,기타,7.08
00128607,2,개인,,38.72
00128607,3,개인,,0.0
00206039,0,개인,본인,15.75
00206039,1,개인,부,12.32
00206039,2,개인,모,0.37
00206039,3,개인,제,4.63
00206039,4,개인,배우자,2.78
00206039,5,개인,제수,2.78
00206039,6,개인,자,1.85
00206039,7,개인,질,1.85
00206039,8,개인,,42.35
00206039,9,개인,,
00163716,0,"Titan Equity, LLC",최대주주,13.35
00163716,1,개인,계열회사 임원,11.84
00163716,2,개인,임원,1.07
00163716,3,개인,,26.26
00163716,4,개인,,
01136977,0,엘앤피코스메틱(주),최대주주,0.0
01136977,1,케이뷰티홀딩스 유한회사,최대주주,51.85
01136977,2,개인,전 경영진,0.0
01136977,3,개인,전 경영진,0.03
01136977,4,개인,,51.88
01136977,5,개인,,
01412822,0,"스카이레이크
롱텀스트래티직
인베스트먼트 주식회사",최대주주,41.06
01412822,1,개인,특수관계인,0.09
01412822,2,개인,특수관계인,0.03
01412822,3,개인,,41.18
01412822,4,개인,,
00232821,0,(주)에이치엠주택관리,본인,33.28
00232821,1,개인,특수관계인,2.37
00232821,2,개인,특수관계인,1.46
00232821,3,개인,,37.12
00232821,4,개인,,0.0
00110431,0,JW홀딩스(주),최대주주,30.72
00110431,1,개인,임원,0.02
00110431,2,개인,,30.74
00110431,3,개인,,
00608316,0,개인,본인,9.17
00608316,1,개인,동생,0.36
00608316,2,개인,사위,0.34
00608316,3,개인,조카,0.34
00608316,4,개인,계열사 대표,0.21
00608316,5,개인,매부,0.09
00608316,6,개인,조카,0.06
00608316,7,㈜대한과학통상,기타,0.0
00608316,8,개인,외손주,0.03
00608316,9,개인,조카,0.03
00608316,10,개인,계열사 대표,0.03
00608316,11,㈜싸이랩코리아,계열회사,7.95
00608316,12,개인,조카,0.01
00608316,13,개인,외손주,0.01
00608316,14,개인,자녀,5.42
00608316,15,개인,동생,4.26
00608316,16,개인,배우자,3.45
00608316,17,개인,조카,3.06
00608316,18,개인,계열사 대표,0.95
00608316,19,개인,처조카,0.83
00608316,20,개인,질부,0.83
00608316,21,개인,,37.43
00608316,22,개인,,
00860730,0,(주)한밭컨설팅,기타,14.47
00860730,1,개인,본인,9.94
00860730,2,개인,친인척,10.28
00860730,3,개인,친인척,2.24
00860730,4,개인,친인척,1.64
00860730,5,개인,임원,0.97
00860730,6,개인,친인척,1.09
00860730,7,개인,임원,0.0
00860730,8,개인,임원,0.0
00860730,9,개인,,40.63
00860730,10,개인,,
00632845,0,개인,본인,11.92
00632845,1,개인,특수관계인,0.19
00632845,2,개인,특수관계인,0.17
00632845,3,개인,특수관계인,0.04
00632845,4,개인,특수관계인,0.04
00632845,5,개인,특수관계인,0.04
00632845,6,개인,특수관계인,0.02
00632845,7,개인,특수관계인,0.05
00632845,8,개인,임원,0.04
00632845,9,개인,임원,1.32
00632845,10,개인,임원,0.01
00632845,11,개인,임원,10.61
00632845,12,개인,임원,0.02
00632845,13,개인,임원,0.0
00632845,14,개인,임원,0.02
00632845,15,개인,임원,4.76
00632845,16,개인,특수관계인,3.94
00632845,17,개인,특수관계인,3.93
00632845,18,개인,특수관계인,0.11
00632845,19,개인,특수관계인,0.12
00632845,20,개인,특수관계인,0.12
00632845,21,개인,특수관계인,0.14
00632845,22,개인,,37.61
00632845,23,개인,,
01513440,0,개인,본인,31.5
01513440,1,개인,임원,8.97
01513440,2,개인,임원,3.7
01513440,3,개인,임원,0.68
01513440,4,개인,임원,1.58
01513440,5,개인,임원,0.65
01513440,6,개인,임원,0.45
01513440,7,개인,임원,0.08
